"RdRp_ID","taxonomy","bitscore","Contig","Class"
"T1-R-H218O-B_NODE_214_length_2221_cov_9.762791_1","Narnaviridae",70.3,"T1-R-H218O-B_NODE_214_length_2221_cov_9.762791","Amabiliviricetes"
"T1-R-H218O-B_NODE_2366_length_1242_cov_2.744663_1","Deltaflexiviridae",72.3,"T1-R-H218O-B_NODE_2366_length_1242_cov_2.744663","Alsuviricetes"
"T1-R-H218O-B_NODE_25131_length_650_cov_2.642487_1","Partitiviridae",139.8,"T1-R-H218O-B_NODE_25131_length_650_cov_2.642487","Duplopiviricetes"
"T1-R-H218O-B_NODE_271_length_2110_cov_4.928887_1","Narnaviridae",281.5,"T1-R-H218O-B_NODE_271_length_2110_cov_4.928887","Amabiliviricetes"
"T1-R-H218O-B_NODE_27764_length_633_cov_4.064057_1","Narnaviridae",27.7,"T1-R-H218O-B_NODE_27764_length_633_cov_4.064057","Amabiliviricetes"
"T1-R-H218O-B_NODE_28851_length_627_cov_1.338129_1","Narnaviridae",36.9,"T1-R-H218O-B_NODE_28851_length_627_cov_1.338129","Amabiliviricetes"
"T1-R-H218O-B_NODE_28_length_3527_cov_22.880787_1","Narnaviridae",271.2,"T1-R-H218O-B_NODE_28_length_3527_cov_22.880787","Amabiliviricetes"
"T1-R-H218O-B_NODE_29337_length_624_cov_1.913201_1","Partitiviridae",123.6,"T1-R-H218O-B_NODE_29337_length_624_cov_1.913201","Duplopiviricetes"
"T1-R-H218O-B_NODE_29_length_3476_cov_4.033186_2","Narnaviridae",98.1,"T1-R-H218O-B_NODE_29_length_3476_cov_4.033186","Amabiliviricetes"
"T1-R-H218O-B_NODE_3091_length_1153_cov_1.465804_1","Narnaviridae",31.5,"T1-R-H218O-B_NODE_3091_length_1153_cov_1.465804","Amabiliviricetes"
"T1-R-H218O-B_NODE_31003_length_615_cov_1.898897_1","Narnaviridae",255.6,"T1-R-H218O-B_NODE_31003_length_615_cov_1.898897","Amabiliviricetes"
"T1-R-H218O-B_NODE_31650_length_612_cov_1.284658_1","Phenuiviridae",66.5,"T1-R-H218O-B_NODE_31650_length_612_cov_1.284658","Ellioviricetes"
"T1-R-H218O-B_NODE_3182_length_1142_cov_4.302521_1","Narnaviridae",23.8,"T1-R-H218O-B_NODE_3182_length_1142_cov_4.302521","Amabiliviricetes"
"T1-R-H218O-B_NODE_3192_length_1141_cov_1.628972_1","Narnaviridae",219,"T1-R-H218O-B_NODE_3192_length_1141_cov_1.628972","Amabiliviricetes"
"T1-R-H218O-B_NODE_3346_length_1126_cov_3.018009_1","Narnaviridae",195.2,"T1-R-H218O-B_NODE_3346_length_1126_cov_3.018009","Amabiliviricetes"
"T1-R-H218O-B_NODE_340_length_2037_cov_8.652085_2","Tombusviridae",162.9,"T1-R-H218O-B_NODE_340_length_2037_cov_8.652085","Tolucaviricetes"
"T1-R-H218O-B_NODE_3610_length_1102_cov_9.024248_1","Narnaviridae",60.5,"T1-R-H218O-B_NODE_3610_length_1102_cov_9.024248","Amabiliviricetes"
"T1-R-H218O-B_NODE_3726_length_1093_cov_3.979452_1","Narnaviridae",268.1,"T1-R-H218O-B_NODE_3726_length_1093_cov_3.979452","Amabiliviricetes"
"T1-R-H218O-B_NODE_389_length_1974_cov_2.635313_1","Narnaviridae",278.9,"T1-R-H218O-B_NODE_389_length_1974_cov_2.635313","Amabiliviricetes"
"T1-R-H218O-B_NODE_40_length_3217_cov_14.535601_1","Narnaviridae",35.8,"T1-R-H218O-B_NODE_40_length_3217_cov_14.535601","Amabiliviricetes"
"T1-R-H218O-B_NODE_4128_length_1062_cov_2.653885_1","Tombusviridae",282.9,"T1-R-H218O-B_NODE_4128_length_1062_cov_2.653885","Tolucaviricetes"
"T1-R-H218O-B_NODE_469_length_1895_cov_5.491228_1","Narnaviridae",310.6,"T1-R-H218O-B_NODE_469_length_1895_cov_5.491228","Amabiliviricetes"
"T1-R-H218O-B_NODE_4880_length_1016_cov_7.976720_1","Narnaviridae",55,"T1-R-H218O-B_NODE_4880_length_1016_cov_7.976720","Amabiliviricetes"
"T1-R-H218O-B_NODE_510_length_1858_cov_3.848909_2","Tombusviridae",200.3,"T1-R-H218O-B_NODE_510_length_1858_cov_3.848909","Tolucaviricetes"
"T1-R-H218O-B_NODE_5410_length_988_cov_6.078517_1","Narnaviridae",67.2,"T1-R-H218O-B_NODE_5410_length_988_cov_6.078517","Amabiliviricetes"
"T1-R-H218O-B_NODE_5575_length_980_cov_11.757976_1","Closteroviridae",23.8,"T1-R-H218O-B_NODE_5575_length_980_cov_11.757976","Alsuviricetes"
"T1-R-H218O-B_NODE_5615_length_979_cov_1.812775_1","Picornaviridae",40.1,"T1-R-H218O-B_NODE_5615_length_979_cov_1.812775","Pisoniviricetes"
"T1-R-H218O-B_NODE_6535_length_938_cov_2.442907_1","Narnaviridae",79.9,"T1-R-H218O-B_NODE_6535_length_938_cov_2.442907","Amabiliviricetes"
"T1-R-H218O-B_NODE_6588_length_935_cov_9.371528_1","Tombusviridae",76.5,"T1-R-H218O-B_NODE_6588_length_935_cov_9.371528","Tolucaviricetes"
"T1-R-H218O-B_NODE_7574_length_901_cov_2.290361_1","Endornaviridae",28.1,"T1-R-H218O-B_NODE_7574_length_901_cov_2.290361","Alsuviricetes"
"T1-R-H218O-B_NODE_8133_length_883_cov_4.653941_1","Narnaviridae",81,"T1-R-H218O-B_NODE_8133_length_883_cov_4.653941","Amabiliviricetes"
"T1-R-H218O-B_NODE_818_length_1652_cov_5.283365_1","Partitiviridae",129.2,"T1-R-H218O-B_NODE_818_length_1652_cov_5.283365","Duplopiviricetes"
"T1-R-H218O-B_NODE_8342_length_877_cov_1.772953_1","Narnaviridae",88,"T1-R-H218O-B_NODE_8342_length_877_cov_1.772953","Amabiliviricetes"
"T1-R-H218O-B_NODE_8457_length_874_cov_1.945205_1","Narnaviridae",165.2,"T1-R-H218O-B_NODE_8457_length_874_cov_1.945205","Amabiliviricetes"
"T1-R-H218O-B_NODE_8516_length_872_cov_2.943820_1","Narnaviridae",31.8,"T1-R-H218O-B_NODE_8516_length_872_cov_2.943820","Amabiliviricetes"
"T1-R-H218O-B_NODE_859_length_1627_cov_6.881105_1","Narnaviridae",235.1,"T1-R-H218O-B_NODE_859_length_1627_cov_6.881105","Amabiliviricetes"
"T1-R-H218O-B_NODE_87_length_2756_cov_140.247300_2","Tombusviridae",313.4,"T1-R-H218O-B_NODE_87_length_2756_cov_140.247300","Tolucaviricetes"
"T1-R-H218O-B_NODE_887_length_1617_cov_3.779431_1","Endornaviridae",46.7,"T1-R-H218O-B_NODE_887_length_1617_cov_3.779431","Alsuviricetes"
"T1-R-H218O-B_NODE_892_length_1614_cov_7.546986_1","Narnaviridae",214.5,"T1-R-H218O-B_NODE_892_length_1614_cov_7.546986","Amabiliviricetes"
"T1-R-H218O-B_NODE_958_length_1588_cov_4.487805_1","Narnaviridae",28.6,"T1-R-H218O-B_NODE_958_length_1588_cov_4.487805","Amabiliviricetes"
"T1-R-H218O-B_NODE_9834_length_839_cov_10.804688_1","Narnaviridae",65.2,"T1-R-H218O-B_NODE_9834_length_839_cov_10.804688","Amabiliviricetes"
"T1-R-H218O-C_NODE_1100_length_1542_cov_3.089055_1","Narnaviridae",97.2,"T1-R-H218O-C_NODE_1100_length_1542_cov_3.089055","Amabiliviricetes"
"T1-R-H218O-C_NODE_11580_length_847_cov_4.769330_1","Narnaviridae",144.9,"T1-R-H218O-C_NODE_11580_length_847_cov_4.769330","Amabiliviricetes"
"T1-R-H218O-C_NODE_1228_length_1502_cov_2.708595_1","Narnaviridae",22,"T1-R-H218O-C_NODE_1228_length_1502_cov_2.708595","Amabiliviricetes"
"T1-R-H218O-C_NODE_12982_length_823_cov_1.344415_1","Narnaviridae",211,"T1-R-H218O-C_NODE_12982_length_823_cov_1.344415","Amabiliviricetes"
"T1-R-H218O-C_NODE_13715_length_811_cov_4.185135_1","Tombusviridae",109.9,"T1-R-H218O-C_NODE_13715_length_811_cov_4.185135","Tolucaviricetes"
"T1-R-H218O-C_NODE_1390_length_1463_cov_2.129310_1","Narnaviridae",276,"T1-R-H218O-C_NODE_1390_length_1463_cov_2.129310","Amabiliviricetes"
"T1-R-H218O-C_NODE_146_length_2459_cov_4.505025_1","Tombusviridae",257.7,"T1-R-H218O-C_NODE_146_length_2459_cov_4.505025","Tolucaviricetes"
"T1-R-H218O-C_NODE_1494_length_1437_cov_3.266471_1","Narnaviridae",170.9,"T1-R-H218O-C_NODE_1494_length_1437_cov_3.266471","Amabiliviricetes"
"T1-R-H218O-C_NODE_15419_length_787_cov_2.124302_1","Narnaviridae",54.2,"T1-R-H218O-C_NODE_15419_length_787_cov_2.124302","Amabiliviricetes"
"T1-R-H218O-C_NODE_15626_length_784_cov_2.225806_1","Narnaviridae",115.5,"T1-R-H218O-C_NODE_15626_length_784_cov_2.225806","Amabiliviricetes"
"T1-R-H218O-C_NODE_15891_length_781_cov_1.650704_1","Narnaviridae",154,"T1-R-H218O-C_NODE_15891_length_781_cov_1.650704","Amabiliviricetes"
"T1-R-H218O-C_NODE_16054_length_779_cov_1.670904_1","Narnaviridae",27.8,"T1-R-H218O-C_NODE_16054_length_779_cov_1.670904","Amabiliviricetes"
"T1-R-H218O-C_NODE_16227_length_777_cov_1.963173_1","Narnaviridae",69.1,"T1-R-H218O-C_NODE_16227_length_777_cov_1.963173","Amabiliviricetes"
"T1-R-H218O-C_NODE_16810_length_770_cov_2.413448_1","Narnaviridae",21.1,"T1-R-H218O-C_NODE_16810_length_770_cov_2.413448","Amabiliviricetes"
"T1-R-H218O-C_NODE_17140_length_766_cov_2.266187_1","Narnaviridae",108.3,"T1-R-H218O-C_NODE_17140_length_766_cov_2.266187","Amabiliviricetes"
"T1-R-H218O-C_NODE_17994_length_756_cov_5.000000_1","Narnaviridae",25.8,"T1-R-H218O-C_NODE_17994_length_756_cov_5.000000","Amabiliviricetes"
"T1-R-H218O-C_NODE_18103_length_755_cov_5.649123_1","Narnaviridae",26,"T1-R-H218O-C_NODE_18103_length_755_cov_5.649123","Amabiliviricetes"
"T1-R-H218O-C_NODE_18404_length_752_cov_3.704846_1","Partitiviridae",48.6,"T1-R-H218O-C_NODE_18404_length_752_cov_3.704846","Duplopiviricetes"
"T1-R-H218O-C_NODE_18962_length_747_cov_1.213018_1","Narnaviridae",21.7,"T1-R-H218O-C_NODE_18962_length_747_cov_1.213018","Amabiliviricetes"
"T1-R-H218O-C_NODE_21323_length_724_cov_5.905054_1","Narnaviridae",207.2,"T1-R-H218O-C_NODE_21323_length_724_cov_5.905054","Amabiliviricetes"
"T1-R-H218O-C_NODE_22029_length_718_cov_5.579598_1","Narnaviridae",27.4,"T1-R-H218O-C_NODE_22029_length_718_cov_5.579598","Amabiliviricetes"
"T1-R-H218O-C_NODE_2220_length_1304_cov_5.592052_1","Narnaviridae",265.9,"T1-R-H218O-C_NODE_2220_length_1304_cov_5.592052","Amabiliviricetes"
"T1-R-H218O-C_NODE_22244_length_716_cov_7.131783_1","Closteroviridae",36,"T1-R-H218O-C_NODE_22244_length_716_cov_7.131783","Alsuviricetes"
"T1-R-H218O-C_NODE_22409_length_715_cov_3.397516_1","Narnaviridae",53.2,"T1-R-H218O-C_NODE_22409_length_715_cov_3.397516","Amabiliviricetes"
"T1-R-H218O-C_NODE_22474_length_715_cov_1.105590_1","Deltaflexiviridae",94.9,"T1-R-H218O-C_NODE_22474_length_715_cov_1.105590","Alsuviricetes"
"T1-R-H218O-C_NODE_22865_length_711_cov_5.401562_1","Partitiviridae",127.8,"T1-R-H218O-C_NODE_22865_length_711_cov_5.401562","Duplopiviricetes"
"T1-R-H218O-C_NODE_229_length_2241_cov_5.203226_1","Narnaviridae",35.5,"T1-R-H218O-C_NODE_229_length_2241_cov_5.203226","Amabiliviricetes"
"T1-R-H218O-C_NODE_2337_length_1287_cov_1.622533_1","Narnaviridae",22.2,"T1-R-H218O-C_NODE_2337_length_1287_cov_1.622533","Amabiliviricetes"
"T1-R-H218O-C_NODE_2422_length_1274_cov_4.226933_1","Narnaviridae",105.5,"T1-R-H218O-C_NODE_2422_length_1274_cov_4.226933","Amabiliviricetes"
"T1-R-H218O-C_NODE_24862_length_696_cov_2.219200_1","Narnaviridae",70,"T1-R-H218O-C_NODE_24862_length_696_cov_2.219200","Amabiliviricetes"
"T1-R-H218O-C_NODE_25036_length_694_cov_5.913323_1","Narnaviridae",74.8,"T1-R-H218O-C_NODE_25036_length_694_cov_5.913323","Amabiliviricetes"
"T1-R-H218O-C_NODE_255_length_2187_cov_17.179112_1","Narnaviridae",227.5,"T1-R-H218O-C_NODE_255_length_2187_cov_17.179112","Amabiliviricetes"
"T1-R-H218O-C_NODE_259_length_2176_cov_5.634204_1","Deltaflexiviridae",125.8,"T1-R-H218O-C_NODE_259_length_2176_cov_5.634204","Alsuviricetes"
"T1-R-H218O-C_NODE_28328_length_673_cov_1.606312_1","Narnaviridae",49.7,"T1-R-H218O-C_NODE_28328_length_673_cov_1.606312","Amabiliviricetes"
"T1-R-H218O-C_NODE_29208_length_667_cov_6.998322_1","Narnaviridae",96.3,"T1-R-H218O-C_NODE_29208_length_667_cov_6.998322","Amabiliviricetes"
"T1-R-H218O-C_NODE_30296_length_661_cov_7.105085_1","Narnaviridae",62.7,"T1-R-H218O-C_NODE_30296_length_661_cov_7.105085","Amabiliviricetes"
"T1-R-H218O-C_NODE_3091_length_1196_cov_2.676444_1","Narnaviridae",286.1,"T1-R-H218O-C_NODE_3091_length_1196_cov_2.676444","Amabiliviricetes"
"T1-R-H218O-C_NODE_31400_length_655_cov_2.739726_1","Narnaviridae",27.4,"T1-R-H218O-C_NODE_31400_length_655_cov_2.739726","Amabiliviricetes"
"T1-R-H218O-C_NODE_32415_length_649_cov_3.039792_1","Narnaviridae",55.5,"T1-R-H218O-C_NODE_32415_length_649_cov_3.039792","Amabiliviricetes"
"T1-R-H218O-C_NODE_33337_length_644_cov_6.116928_1","Narnaviridae",27.2,"T1-R-H218O-C_NODE_33337_length_644_cov_6.116928","Amabiliviricetes"
"T1-R-H218O-C_NODE_35286_length_635_cov_1.856383_1","Narnaviridae",21.2,"T1-R-H218O-C_NODE_35286_length_635_cov_1.856383","Amabiliviricetes"
"T1-R-H218O-C_NODE_35658_length_633_cov_3.153025_1","Narnaviridae",27.7,"T1-R-H218O-C_NODE_35658_length_633_cov_3.153025","Amabiliviricetes"
"T1-R-H218O-C_NODE_35729_length_633_cov_1.580071_1","Narnaviridae",133.4,"T1-R-H218O-C_NODE_35729_length_633_cov_1.580071","Amabiliviricetes"
"T1-R-H218O-C_NODE_36094_length_631_cov_2.655357_1","Tombusviridae",146.7,"T1-R-H218O-C_NODE_36094_length_631_cov_2.655357","Tolucaviricetes"
"T1-R-H218O-C_NODE_36503_length_629_cov_3.740143_1","Narnaviridae",40.4,"T1-R-H218O-C_NODE_36503_length_629_cov_3.740143","Amabiliviricetes"
"T1-R-H218O-C_NODE_371_length_2004_cov_34.717538_1","Narnaviridae",272.1,"T1-R-H218O-C_NODE_371_length_2004_cov_34.717538","Amabiliviricetes"
"T1-R-H218O-C_NODE_3760_length_1135_cov_20.487782_1","Narnaviridae",51.2,"T1-R-H218O-C_NODE_3760_length_1135_cov_20.487782","Amabiliviricetes"
"T1-R-H218O-C_NODE_38365_length_621_cov_3.887273_1","Narnaviridae",221.2,"T1-R-H218O-C_NODE_38365_length_621_cov_3.887273","Amabiliviricetes"
"T1-R-H218O-C_NODE_38887_length_619_cov_2.773723_1","Partitiviridae",56.5,"T1-R-H218O-C_NODE_38887_length_619_cov_2.773723","Duplopiviricetes"
"T1-R-H218O-C_NODE_42480_length_606_cov_1.723364_1","Endornaviridae",30,"T1-R-H218O-C_NODE_42480_length_606_cov_1.723364","Alsuviricetes"
"T1-R-H218O-C_NODE_43691_length_601_cov_7.015094_1","Narnaviridae",28.3,"T1-R-H218O-C_NODE_43691_length_601_cov_7.015094","Amabiliviricetes"
"T1-R-H218O-C_NODE_44187_length_600_cov_1.024575_1","Narnaviridae",200,"T1-R-H218O-C_NODE_44187_length_600_cov_1.024575","Amabiliviricetes"
"T1-R-H218O-C_NODE_4653_length_1074_cov_1.931206_1","Narnaviridae",306.5,"T1-R-H218O-C_NODE_4653_length_1074_cov_1.931206","Amabiliviricetes"
"T1-R-H218O-C_NODE_470_length_1890_cov_17.399120_1","Narnaviridae",62.7,"T1-R-H218O-C_NODE_470_length_1890_cov_17.399120","Amabiliviricetes"
"T1-R-H218O-C_NODE_47_length_3051_cov_10.463423_1","Narnaviridae",282.3,"T1-R-H218O-C_NODE_47_length_3051_cov_10.463423","Amabiliviricetes"
"T1-R-H218O-C_NODE_480_length_1878_cov_6.369673_1","Narnaviridae",225.8,"T1-R-H218O-C_NODE_480_length_1878_cov_6.369673","Amabiliviricetes"
"T1-R-H218O-C_NODE_5489_length_1028_cov_20.280042_1","Partitiviridae",139.7,"T1-R-H218O-C_NODE_5489_length_1028_cov_20.280042","Duplopiviricetes"
"T1-R-H218O-C_NODE_548_length_1817_cov_25.163803_1","Closteroviridae",54.7,"T1-R-H218O-C_NODE_548_length_1817_cov_25.163803","Alsuviricetes"
"T1-R-H218O-C_NODE_5706_length_1019_cov_5.068565_1","Narnaviridae",235.6,"T1-R-H218O-C_NODE_5706_length_1019_cov_5.068565","Amabiliviricetes"
"T1-R-H218O-C_NODE_58_length_2908_cov_6.272118_2","Narnaviridae",42,"T1-R-H218O-C_NODE_58_length_2908_cov_6.272118","Amabiliviricetes"
"T1-R-H218O-C_NODE_61_length_2887_cov_6.323864_1","Narnaviridae",203,"T1-R-H218O-C_NODE_61_length_2887_cov_6.323864","Amabiliviricetes"
"T1-R-H218O-C_NODE_6559_length_982_cov_8.450055_1","Narnaviridae",49.8,"T1-R-H218O-C_NODE_6559_length_982_cov_8.450055","Amabiliviricetes"
"T1-R-H218O-C_NODE_7055_length_965_cov_1.722595_1","Narnaviridae",261.4,"T1-R-H218O-C_NODE_7055_length_965_cov_1.722595","Amabiliviricetes"
"T1-R-H218O-C_NODE_71_length_2845_cov_10.425739_1","Narnaviridae",244.7,"T1-R-H218O-C_NODE_71_length_2845_cov_10.425739","Amabiliviricetes"
"T1-R-H218O-C_NODE_7377_length_953_cov_3.752834_1","Tombusviridae",109.1,"T1-R-H218O-C_NODE_7377_length_953_cov_3.752834","Tolucaviricetes"
"T1-R-H218O-C_NODE_7886_length_937_cov_5.356813_1","Narnaviridae",223.8,"T1-R-H218O-C_NODE_7886_length_937_cov_5.356813","Amabiliviricetes"
"T1-R-H218O-C_NODE_9121_length_902_cov_6.024067_1","Narnaviridae",25.3,"T1-R-H218O-C_NODE_9121_length_902_cov_6.024067","Amabiliviricetes"
"T1-R-H218O-C_NODE_919_length_1618_cov_14.424047_1","Narnaviridae",278.5,"T1-R-H218O-C_NODE_919_length_1618_cov_14.424047","Amabiliviricetes"
"T1-R-H218O-C_NODE_987_length_1591_cov_11.622368_1","Endornaviridae",50.8,"T1-R-H218O-C_NODE_987_length_1591_cov_11.622368","Alsuviricetes"
"T1-R-H218O-C_NODE_98_length_2635_cov_14.711778_2","Narnaviridae",67,"T1-R-H218O-C_NODE_98_length_2635_cov_14.711778","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_100_length_2901_cov_3.730035_1","Deltaflexiviridae",112.1,"T1-R-H218O-P-A_NODE_100_length_2901_cov_3.730035","Alsuviricetes"
"T1-R-H218O-P-A_NODE_10681_length_905_cov_2.812950_1","Narnaviridae",98.2,"T1-R-H218O-P-A_NODE_10681_length_905_cov_2.812950","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_11218_length_893_cov_2.490268_1","Narnaviridae",25.6,"T1-R-H218O-P-A_NODE_11218_length_893_cov_2.490268","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_12280_length_873_cov_1.215711_1","Narnaviridae",173,"T1-R-H218O-P-A_NODE_12280_length_873_cov_1.215711","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_13182_length_856_cov_4.326115_1","Narnaviridae",52.5,"T1-R-H218O-P-A_NODE_13182_length_856_cov_4.326115","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_1327_length_1575_cov_12.335771_1","Narnaviridae",91.4,"T1-R-H218O-P-A_NODE_1327_length_1575_cov_12.335771","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_13325_length_854_cov_1.701149_1","Narnaviridae",45.6,"T1-R-H218O-P-A_NODE_13325_length_854_cov_1.701149","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_133_length_2723_cov_5.115385_1","Narnaviridae",271.4,"T1-R-H218O-P-A_NODE_133_length_2723_cov_5.115385","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_1371_length_1560_cov_5.478173_1","Narnaviridae",123.5,"T1-R-H218O-P-A_NODE_1371_length_1560_cov_5.478173","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_1419_length_1548_cov_42.524712_1","Narnaviridae",28,"T1-R-H218O-P-A_NODE_1419_length_1548_cov_42.524712","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_14523_length_834_cov_11.026212_1","Narnaviridae",96.9,"T1-R-H218O-P-A_NODE_14523_length_834_cov_11.026212","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_1453_length_1539_cov_3.187330_1","Nodaviridae",63.7,"T1-R-H218O-P-A_NODE_1453_length_1539_cov_3.187330","Magsaviricetes"
"T1-R-H218O-P-A_NODE_15409_length_822_cov_2.179760_1","Narnaviridae",39.1,"T1-R-H218O-P-A_NODE_15409_length_822_cov_2.179760","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_1575_length_1503_cov_8.376397_1","Narnaviridae",199.6,"T1-R-H218O-P-A_NODE_1575_length_1503_cov_8.376397","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_15868_length_815_cov_2.084677_1","Hypoviridae",75.7,"T1-R-H218O-P-A_NODE_15868_length_815_cov_2.084677","Duplopiviricetes"
"T1-R-H218O-P-A_NODE_16003_length_813_cov_3.241240_1","Nodaviridae",67.1,"T1-R-H218O-P-A_NODE_16003_length_813_cov_3.241240","Magsaviricetes"
"T1-R-H218O-P-A_NODE_16845_length_802_cov_3.224350_1","Narnaviridae",31.9,"T1-R-H218O-P-A_NODE_16845_length_802_cov_3.224350","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_1739_length_1464_cov_1.636037_1","Qinviridae",98.6,"T1-R-H218O-P-A_NODE_1739_length_1464_cov_1.636037","Chunqiuviricetes"
"T1-R-H218O-P-A_NODE_17892_length_789_cov_1.961003_1","Narnaviridae",77.4,"T1-R-H218O-P-A_NODE_17892_length_789_cov_1.961003","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_1796_length_1451_cov_4.929710_1","Partitiviridae",312.3,"T1-R-H218O-P-A_NODE_1796_length_1451_cov_4.929710","Duplopiviricetes"
"T1-R-H218O-P-A_NODE_18692_length_780_cov_1.377997_1","Narnaviridae",224.9,"T1-R-H218O-P-A_NODE_18692_length_780_cov_1.377997","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_1903_length_1429_cov_5.136230_1","Closteroviridae",23.3,"T1-R-H218O-P-A_NODE_1903_length_1429_cov_5.136230","Alsuviricetes"
"T1-R-H218O-P-A_NODE_19465_length_771_cov_2.975714_1","Narnaviridae",140.1,"T1-R-H218O-P-A_NODE_19465_length_771_cov_2.975714","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_19524_length_770_cov_6.316166_1","Partitiviridae",106.8,"T1-R-H218O-P-A_NODE_19524_length_770_cov_6.316166","Duplopiviricetes"
"T1-R-H218O-P-A_NODE_1952_length_1420_cov_5.254262_1","Narnaviridae",72.7,"T1-R-H218O-P-A_NODE_1952_length_1420_cov_5.254262","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_19586_length_770_cov_1.773963_1","Closteroviridae",20.5,"T1-R-H218O-P-A_NODE_19586_length_770_cov_1.773963","Alsuviricetes"
"T1-R-H218O-P-A_NODE_19_length_4137_cov_56.870389_3","Narnaviridae",31.3,"T1-R-H218O-P-A_NODE_19_length_4137_cov_56.870389","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_2071_length_1396_cov_1.901887_1","Narnaviridae",113.3,"T1-R-H218O-P-A_NODE_2071_length_1396_cov_1.901887","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_2072_length_1395_cov_10.980363_1","Narnaviridae",153.4,"T1-R-H218O-P-A_NODE_2072_length_1395_cov_10.980363","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_20_length_4047_cov_15.291751_1","Narnaviridae",35.4,"T1-R-H218O-P-A_NODE_20_length_4047_cov_15.291751","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_21167_length_754_cov_2.219619_1","Deltaflexiviridae",114.6,"T1-R-H218O-P-A_NODE_21167_length_754_cov_2.219619","Alsuviricetes"
"T1-R-H218O-P-A_NODE_2129_length_1385_cov_9.642314_1","Tombusviridae",173.6,"T1-R-H218O-P-A_NODE_2129_length_1385_cov_9.642314","Tolucaviricetes"
"T1-R-H218O-P-A_NODE_216_length_2438_cov_3.336291_1","Phenuiviridae",122.1,"T1-R-H218O-P-A_NODE_216_length_2438_cov_3.336291","Ellioviricetes"
"T1-R-H218O-P-A_NODE_22369_length_743_cov_2.419643_1","Alphaflexiviridae",411.9,"T1-R-H218O-P-A_NODE_22369_length_743_cov_2.419643","Alsuviricetes"
"T1-R-H218O-P-A_NODE_22863_length_739_cov_2.389222_1","Narnaviridae",53.1,"T1-R-H218O-P-A_NODE_22863_length_739_cov_2.389222","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_2306_length_1356_cov_4.743969_1","Narnaviridae",177.3,"T1-R-H218O-P-A_NODE_2306_length_1356_cov_4.743969","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_23658_length_732_cov_2.133132_1","Narnaviridae",23.4,"T1-R-H218O-P-A_NODE_23658_length_732_cov_2.133132","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_24269_length_727_cov_1.655488_1","Narnaviridae",27.5,"T1-R-H218O-P-A_NODE_24269_length_727_cov_1.655488","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_24446_length_725_cov_15.269113_1","Narnaviridae",38.7,"T1-R-H218O-P-A_NODE_24446_length_725_cov_15.269113","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_244_length_2374_cov_10.237516_2","Narnaviridae",122.8,"T1-R-H218O-P-A_NODE_244_length_2374_cov_10.237516","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_2517_length_1322_cov_8.586731_2","Narnaviridae",33.7,"T1-R-H218O-P-A_NODE_2517_length_1322_cov_8.586731","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_2538_length_1320_cov_9.014412_1","Narnaviridae",57.6,"T1-R-H218O-P-A_NODE_2538_length_1320_cov_9.014412","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_25411_length_718_cov_3.479134_1","Tombusviridae",160.5,"T1-R-H218O-P-A_NODE_25411_length_718_cov_3.479134","Tolucaviricetes"
"T1-R-H218O-P-A_NODE_2573_length_1317_cov_4.147673_1","Narnaviridae",64.5,"T1-R-H218O-P-A_NODE_2573_length_1317_cov_4.147673","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_2589_length_1314_cov_21.511665_1","Narnaviridae",64.3,"T1-R-H218O-P-A_NODE_2589_length_1314_cov_21.511665","Amabiliviricetes"
"T1-R-H218O-P-A_NODE_2634_length_1309_cov_1.848142_1","Narnaviridae",123.4,"T1-R-H218O-P-A_NODE_2634_length_1309_cov_1.848142","Amabiliviricetes"
